Year,Intended (months),Mistaken (months),Mistaken log-h (months),Ratio (M/I)
2021.0,11.25,32.755442134624076,22.70434236360912,2.9115948564110288
2022.0,9.45,21.294434969510608,14.760177560733386,2.2533793618529745
2023.0,7.6499999999999995,13.322300418541287,9.234314973684471,1.741477178894286
2024.0,5.85,7.96081881873695,5.5180191191560715,1.360823729698624
2025.0,4.049999999999999,4.498546174430038,3.1181545974249087,1.1107521418345776
2025.25,3.599999999999999,3.860661941400844,2.67600693977708,1.072406094833568
2026.0,2.2499999999999987,2.3714219850370717,1.6437444628463154,1.0539653266831437
2026.5,1.3499999999999979,1.6679168465086482,1.1561118595659048,1.2354939603767785
2027.0,0.4499999999999984,1.143900108740615,0.7928911352157723,2.5420002416458205
